ID,Capture method,Name,State,Site,Latitude,Longitude,Date,,,,,,,,
DM81,Pole syringe,Bottletree April 2021 Collared Pig 2,QLD,bottle Tree,-25.226786,148.7747,6/05/2021,,,,,,,,
DM80,Pole syringe,Bottletree April 2021 Collared Pig 1,QLD,Bottle Tree,-25.205778,148.817286,5/05/2021,,,,,,,,
PC001,Darting,Shelly,WA,Northcliffe,-34.67905,116.24004,19/11/2014,,,,,,,,
PC002,Darting,Cathy,WA,Northcliffe,-34.71918,116.27244,26/11/2014,,,,,,,,
PC005,Darting,Brutus,WA,Northcliffe,-34.69174,116.24012,13/12/2014,,,,,,,,
PC007,Darting,Boris,WA,Northcliffe,-34.76715,117.12141,9/04/2015,,,,,,,,
PC008,Darting,Daisy,WA,Northcliffe,-34.75802,117.03861,23/04/2015,,,,,,,,
PC009,Darting,Molly,WA,Northcliffe,-34.75802,117.03861,23/04/2015,,,,,,,,
DM83,Pole syringe,Bottletree Oct 2020 Collared Pig 1,QLD,Bottle Tree,-25.192354,148.839856,3/11/2020,,,,,,,,
DM84,Pole syringe,Bottletree Oct 2020 Collared Pig 2,QLD,Austral park,-25.097725,148.732224,4/11/2020,,,,,,,,
DM85,Pole syringe,Bottletree Oct 2020 Collared Pig 3,QLD,Austral Park,-25.085677,148.792906,4/11/2020,,,,,,,,
DM86,Pole syringe,Bottletree Oct 2020 Collared Pig 4,QLD,Bottle tree,-25.163869,148.851665,5/11/2020,,,,,,,,
DM87,Pole syringe,Bottletree Oct 2020 Collared Pig 5,QLD,Bottle tree,-25.163404,148.850933,5/11/2020,,,,,,,,
DM88,Pole syringe,Bottletree Oct 2020 Collared Pig 6,QLD,Bottle tree,-25.224727,148.768569,6/11/2020,,,,,,,,
PC010,Darting,Iron Mike,WA,Northcliffe,-34.50901,116.36551,24/04/2015,,,,,,,,
PC011,Darting,Babe,WA,Northcliffe,-34.50901,116.36551,24/04/2015,,,,,,,,
PC012,Darting,Babe's friend,WA,Northcliffe,-34.59191,116.35,24/04/2015,,,,,,,,
PC013,Darting,Charlotte,WA,Northcliffe,-34.69483,116.62993,6/05/2015,,,,,,,,
PC014,Darting,Shazza,WA,Northcliffe,-34.52253,116.48694,28/05/2015,,,,,,,,
PC015,Darting,Squirt,WA,Northcliffe,-34.52253,116.48694,28/05/2015,,,,,,,,
PC016,Darting,Eddy,WA,Northcliffe,-34.63367,116.3469,29/05/2015,,,,,,,,
PC017,Darting,Lenni,WA,Northcliffe,-34.64323,116.31983,3/06/2015,,,,,,,,
PC018,Darting,Pig5,WA,Perth region,-31.60435,116.10781,28/12/2015,,,,,,,,
PC019,Darting,Pig6,WA,Perth region,-31.60435,116.10781,28/12/2015,,,,,,,,
PC020,Darting,Pig7,WA,Perth region,-31.60435,116.10781,28/12/2015,,,,,,,,
PC021,Darting,Pig2,WA,Perth region,-31.60435,116.10781,28/12/2015,,,,,,,,
PC022,Darting,Arnie,WA,Perth region,-31.60435,116.10781,31/12/2015,,,,,,,,
PC023,Darting,Lucky,WA,Northcliffe,-34.75774,116.19237,5/02/2016,,,,,,,,
PC024,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,5/02/2016,,,,,,,,
PC025,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,10/02/2016,,,,,,,,
PC026,Darting,Jaws,WA,Northcliffe,-34.75774,116.19237,10/02/2016,,,,,,,,
PC027,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,26/02/2016,,,,,,,,
PC028,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,26/02/2016,,,,,,,,
PC029,Darting,Hippo,WA,Northcliffe,-34.75774,116.19237,24/03/2016,,,,,,,,
PC030,Darting,Lincoln,WA,Northcliffe,-34.84053,116.3746,30/03/2016,,,,,,,,
PC031,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,28/07/2016,,,,,,,,
PC032,Darting,Honey,WA,Northcliffe,-34.7667,116.19158,3/08/2016,,,,,,,,
PC033,Darting,Hannah,WA,Northcliffe,-34.76067,116.19182,3/08/2016,,,,,,,,
PC034,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,3/08/2016,,,,,,,,
PC035,Darting,Hayley,WA,Northcliffe,-34.7667,116.19158,3/08/2016,,,,,,,,
PC036,Darting,Halina,WA,Northcliffe,-34.7667,116.19158,3/08/2016,,,,,,,,
PC037,Darting,Trump,WA,Kimberley,-16.510732,125.540145,1/12/2016,,,,,,,,
PC038,Darting,Clere,WA,Gascoyne,-25.065759,117.578443,8/12/2016,,,,,,,,
PC039,Darting,Honey,WA,Northcliffe,-34.75774,116.19237,20/12/2016,,,,,,,,
PC040,Darting,Hannah,WA,Northcliffe,-34.75774,116.19237,20/12/2016,,,,,,,,
PC041,Darting,Rosie,WA,Northcliffe,-34.7667,116.19158,20/12/2016,,,,,,,,
PC042,Darting,Hayley,WA,Northcliffe,-34.75774,116.19237,20/12/2016,,,,,,,,
PC043,Darting,Hippo,WA,Northcliffe,-34.76067,116.19182,2/03/2017,,,,,,,,
PC044,Darting,Rosie,WA,Northcliffe,-34.76067,116.19182,12/05/2017,,,,,,,,
PC045,Darting,Hayley,WA,Northcliffe,-34.76067,116.19182,12/05/2017,,,,,,,,
PC046,Darting,Claude,WA,Gascoyne,25.03009,117.32827,13/10/2017,,,,,,,,
PC047,Darting,Crackers,WA,Gascoyne,25.03102,117.45159,18/10/2017,,,,,,,,
PC048,Darting,Clive,WA,Gascoyne,25.03102,117.45159,18/10/2017,,,,,,,,
PC049,Darting,Charlotte,WA,Gascoyne,25.03102,117.45159,18/10/2017,,,,,,,,
PC050,Darting,Chamomile,WA,Gascoyne,25.06593,117.57816,21/11/2017,,,,,,,,
PC051,Darting,Custard,WA,Gascoyne,25.06593,117.57816,21/11/2017,,,,,,,,
PC052,Darting,Char,WA,Gascoyne,25.06593,117.57816,22/11/2017,,,,,,,,
PC053,Darting,Carmen,WA,Gascoyne,25.06593,117.57816,22/11/2017,,,,,,,,
PC054,Darting,Coondil,WA,Gascoyne,25.06593,117.57816,22/11/2017,,,,,,,,
PC055,Darting,Crabb,WA,Gascoyne,25.06593,117.57816,22/11/2017,,,,,,,,
PC056,Darting,Charlotte,WA,Gascoyne,25.03102,117.45159,26/04/2018,,,,,,,,
PC057,Darting,Cracklin,WA,Gascoyne,25.03102,117.45159,26/04/2018,,,,,,,,
PC058,Darting,Curly,WA,Gascoyne,-25.06671389,117.5881944,27/04/2018,,,,,,,,
PC063,Darting,Jason,WA,Northampton,-28.21737222,114.4891361,10/12/2019,,,,,,,,
PC064,Darting,Jeremy,WA,Northampton,-28.23151944,114.5022639,10/12/2019,,,,,,,,
PC065,Darting,Jansen,WA,Northampton,-28.23151944,114.5022639,11/12/2019,,,,,,,,
JH01,Darting,JH1,Vic,Suggan Buggan,-36.950420,148.326300,3/04/2012,,,,,,,,
JH03,Darting,JH2,Vic,Mount Taylor helipad,-36.968800,148.474549,8/01/2014,,,,,,,,
JH02,Darting,JH3,Vic,Mount Taylor State Forest,-36.968800,148.474549,8/01/2014,,,,,,,,
JH04,Darting,JH4,Vic,Mount Taylor helipad,-36.968800,148.474549,9/01/2014,,,,,,,,
JH05,Darting,JH5,Vic,Willis campsite,-36.902544,148.419538,11/01/2014,,,,,,,,
PC066,Darting,Jack,WA,Northampton,-28.23151944,114.5022639,11/12/2019,,,,,,,,
PC067,Darting,Mildred,WA,Northampton,-28.05599722,114.5838056,12/12/2019,,,,,,,,
PC068,Darting,George,WA,Northampton,-28.05599722,114.5838056,12/12/2019,,,,,,,,
PC069,Darting,Julia,WA,Northampton,-28.11702778,114.4914139,12/12/2019,,,,,,,,
PC070,Darting,Jonesy Jr,WA,Northampton,-28.05599722,114.5838056,14/12/2019,,,,,,,,
PC071,Darting,Chelsea,WA,Northampton,-28.05599722,114.5838056,14/12/2019,,,,,,,,
PC072,Darting,Butch,WA,Mogumber,-31.121619,116.047554,11/02/2020,,,,,,,,
PC073,Darting,Erroll,WA,Mogumber,-31.121619,116.047554,11/02/2020,,,,,,,,
PC074,Darting,Gabby,WA,Mogumber,-31.2279144,115.6294949,14/02/2020,,,,,,,,
PC075,Darting,Calamity Jane,WA,Mogumber,-31.2279144,115.6294949,14/02/2020,,,,,,,,
PC076,Darting,Juliana,WA,Northampton,-28.2146482,114.5095661,24/06/2020,,,,,,,,
PC077,Darting,Jingle Balls,WA,Northampton,-28.2146482,114.5095661,24/06/2020,,,,,,,,
PC078,Darting,Chester,WA,Northampton,-28.0656867,114.5776442,26/06/2020,,,,,,,,
PC079,Darting,Wingnut,WA,Northampton,-28.4529914,114.9128894,28/06/2020,,,,,,,,
PC080,Darting,Winnie,WA,Northampton,-28.4529914,114.9128894,28/06/2020,,,,,,,,
PC081,Darting,Kupschy,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC082,Darting,Kubrick,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC083,Darting,Kebin,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC084,Darting,Kanga,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC085,Darting,Kramer,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC086,Darting,Kandy,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC087,Darting,Karen,WA,Northampton,-28.4971339,115.0646647,31/07/2020,,,,,,,,
PC088,Darting,Troy,WA,Northampton,-28.4481917,114.5517486,22/01/2021,,,,,,,,
PC089,Darting,Trev,WA,Northampton,-28.4481917,114.5517486,22/01/2021,,,,,,,,
PC090,Darting,Tracy,WA,Northampton,-28.4481917,114.5517486,22/01/2021,,,,,,,,
PC091,Darting,Taylor,WA,Northampton,-28.4481917,114.5517486,22/01/2021,,,,,,,,
PC092,Darting,Tizzy,WA,Northampton,-28.4481917,114.5517486,22/01/2021,,,,,,,,
PC093,Darting,Billy,WA,Northampton,-28.4829931,114.54996,27/02/2021,,,,,,,,
PC094,Darting,Bonny,WA,Northampton,-28.4829931,114.54996,27/02/2021,,,,,,,,
PC095,Darting,Wilson,WA,Northampton,-28.095041,114.5103192,1/05/2021,,,,,,,,
PC096,Darting,Wendy,WA,Northampton,-28.095041,114.5103192,1/05/2021,,,,,,,,
PC097,Darting,Wanda,WA,Northampton,-28.095041,114.5103192,1/05/2021,,,,,,,,
PC098,Darting,Whitney,WA,Northampton,-28.095041,114.5103192,1/05/2021,,,,,,,,
PC099,Darting,Tonya,WA,Northampton,-28.4554043,114.5704013,2/05/2021,,,,,,,,
PC100,Darting,Teaks,WA,Northampton,-28.4554043,114.5704013,2/05/2021,,,,,,,,
PC101,Darting,Tilly,WA,Northampton,-28.4554043,114.5704013,2/05/2021,,,,,,,,
PC102,Darting,Monster,WA,Northampton,-28.4631549,114.5659458,4/05/2021,,,,,,,,
PC103,Darting,Mad Max,WA,Northampton,-28.4631549,114.5659458,4/05/2021,,,,,,,,
PC104,Darting,Magic Mike,WA,Northampton,-28.4631549,114.5659458,4/05/2021,,,,,,,,
PC105,Darting,Muzz,WA,Northampton,-28.4631549,114.5659458,5/05/2021,,,,,,,,
PC106,Darting,Magna,WA,Northampton,-28.4631549,114.5659458,5/05/2021,,,,,,,,
PC107,Darting,Moony,WA,Northampton,-28.4631549,114.5659458,14/10/2021,,,,,,,,
PC108,Darting,Mud,WA,Northampton,-28.4631549,114.5659458,14/10/2021,,,,,,,,
PC109,Darting,McCartney,WA,Northampton,-28.4631549,114.5659458,14/10/2021,,,,,,,,
PC110,Darting,Cheech,WA,Northampton,-28.073295,114.5892294,2/02/2023,,,,,,,,
PC111,Darting,Chong,WA,Northampton,-28.073295,114.5892294,2/02/2023,,,,,,,,
PC112,Darting,Tim,WA,Northampton,-28.0936703,114.5058308,2/02/2023,,,,,,,,
PC113,Darting,Ted,WA,Northampton,-28.0936703,114.5058308,2/02/2023,,,,,,,,
PC114,Darting,Tara,WA,Northampton,-28.0936703,114.5058308,2/02/2023,,,,,,,,
PC115,Darting,Yada,WA,Northampton,-28.187176,114.527929,20/03/2023,,,,,,,,
PC116,Darting,Jo,WA,Toodyay,-31.517604,116.417013,24/05/2023,,,,,,,,
PC117,Darting,Moondyne,WA,Toodyay,-31.517604,116.417013,24/05/2023,,,,,,,,
PC124,Darting,Charming,WA,Gascoyne,-25.031003,117.451594,24/08/2018,,,,,,,,
PC125,Darting,Clouty,WA,Gascoyne,-25.02349722,117.4656778,27/07/2018,,,,,,,,
PC126,Darting,Cornish Pasty,WA,Gascoyne,-25.02349722,117.4656778,28/06/2018,,,,,,,,
PC127,Darting,Croissont,WA,Gascoyne,-25.02349722,117.4656778,26/04/2018,,,,,,,,
